"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Development of a Wearable Underactuated Finger Exoskeleton for Haptics: Preliminary Formal Results","G. A. Reyes-Perez; N. Garcia-Hernandez; V. Parra-Vega","Advanced Robotics and Manufacturing Department, Laboratory of Man-Robotic Interfaces, Center for Research and Advanced Studies of the IPN (CINVESTAV-IPN), Saltillo, Mexico; Advanced Robotics and Manufacturing Department, Laboratory of Man-Robotic Interfaces, Center for Research and Advanced Studies of the IPN (CINVESTAV-IPN), Saltillo, Mexico; Advanced Robotics and Manufacturing Department, Laboratory of Man-Robotic Interfaces, Center for Research and Advanced Studies of the IPN (CINVESTAV-IPN), Saltillo, Mexico","2021 Latin American Robotics Symposium (LARS), 2021 Brazilian Symposium on Robotics (SBR), and 2021 Workshop on Robotics in Education (WRE)","22 Nov 2021","2021","","","150","155","The development of an active 1-finger exoskeleton stands for a challenging issue due to high-end specs and functional requirements, far from a finger robot, including wearability to start with. The latter relates not only to a lightweight mechanical structure with dynamic response, thus bandwidth and low latency, that facilitate transparency, but un-constrained natural Range of Motion (ROM), and usability. In addition to design, manufacturing and sensory-motor integration, psychophysics and haptic guidelines add complexity, over-all intertwined requiring interdisciplinary knowledge. Inspired by the hyper-underactuated robotic architecture of the wearable Hexotrac multi-finger hand robot [1], we develop an open architecture 1-finger exoskeleton ready to be enlarged as multi-fingered. Human-in-the-loop experiments show unconstrained 6D natural ROM of active index-finger, with functionality as haptic finger-robot running in virtual environments developed in Unity3D. Analysis shows that indeed human interaction force is propagated as torques into input channels to command the exoskeleton as a cyberphysical system, in free and constrained motion. This highlights addressing the exoskeleton jointly with biomechanical and psychophysical human specs, an issue little explored in the literature.","2643-685X","978-1-6654-0761-8","10.1109/LARS/SBR/WRE54079.2021.9605441","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9605441","","Biomechanics;Mechatronics;Exoskeletons;Force;Fingers;Computer architecture;Robot sensing systems","biomechanics;dexterous manipulators;haptic interfaces;medical robotics;virtual reality","wearable underactuated finger exoskeleton;haptics;preliminary formal results;high-end specs;functional requirements;finger robot;wearability;lightweight mechanical structure;dynamic response;sensory-motor integration;haptic guidelines add complexity;hyper-underactuated robotic architecture;wearable Hexotrac multifinger hand robot;open architecture 1-finger exoskeleton;human-in-the-loop experiments;unconstrained 6D natural ROM;active index-finger;haptic finger-robot;free motion;constrained motion;biomechanical specs;psychophysical human specs;multifingered robot;un-onstrained natural range;Unity3D","","2","","11","IEEE","22 Nov 2021","","","IEEE","IEEE Conferences"
"Virtual lumbar puncture simulators: where are we today?","M. Rìos-Hernández; J. M. Jacinto-Villegas; A. H. Vilchis-González; N. Zemiti; M. A. Padilla-Castañeda","Faculty of Engineering, Universidad Autònoma del Estado de México, Toluca, Mexico; Investigadoras e Investigadores por México del CONACYT, Mexico City, Mexico; Faculty of Engineering, Universidad Autònoma del Estado de México, Toluca, Mexico; Laboratory of Informatics, Robotics and Microelectronics of Montpellier (LIRMM), University of Montpellier Montpellier, France; Applied Sciences and Technology Institute, Universidad Nacional Autònoma de Mexico, Mexico City, Mexico","2022 IEEE Mexican International Conference on Computer Science (ENC)","16 Sep 2022","2022","","","1","8","Ahstract- The lumbar puncture is an important procedure used in different specialties in medicine, such as neurology and anesthesiology. This procedure is considered complex, and the medical students believe they have not enough experience and confidence to perform it. That is the reason why some researchers are interested in proposing to create solutions to provide a better training of this procedure. This review aims to present a comparison between 10 virtual lumbar puncture simulators developed since 2000, where nine of them use a haptic device to represent a realistic procedure. In addition, the physical and virtual components are discussed, including the haptic device, the haptic algorithm, the virtual environment and the evaluations of the simulators. The contribution of this review is to recognize the limitations and strengths to identify some optimal requirements for the design, development, or selection of the software/hardware for the next generation of virtual lumbar puncture simulators.","2332-5712","978-1-6654-7347-7","10.1109/ENC56672.2022.9882910","Consejo Nacional de Ciencia y Tecnologìa (CONACYT)(grant numbers:CVU 1078220); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9882910","","Training;Biomechanics;Solid modeling;Visualization;Biological system modeling;Virtual environments;Medical services","biomedical education;computer based training;haptic interfaces;medical computing;neurophysiology;virtual reality","important procedure;10 virtual lumbar puncture simulators;haptic device;realistic procedure;physical components;virtual components","","","","20","IEEE","16 Sep 2022","","","IEEE","IEEE Conferences"
"Simulation-based Adversarial Test Generation for Autonomous Vehicles with Machine Learning Components","C. E. Tuncali; G. Fainekos; H. Ito; J. Kapinski","Toyota Technical Center, Ann Arbor, MI, USA; School of Computing, Informatics Decision Systems Engineering, Arizona State University, USA; Toyota Technical Center, Ann Arbor, MI, USA; Toyota Technical Center, Ann Arbor, MI, USA","2018 IEEE Intelligent Vehicles Symposium (IV)","21 Oct 2018","2018","","","1555","1562","Many organizations are developing autonomous driving systems, which are expected to be deployed at a large scale in the near future. Despite this, there is a lack of agreement on appropriate methods to test, debug, and certify the performance of these systems. One of the main challenges is that many autonomous driving systems have machine learning (ML) components, such as deep neural networks, for which formal properties are difficult to characterize. We present a testing framework that is compatible with test case generation and automatic falsification methods, which are used to evaluate cyber-physical systems. We demonstrate how the framework can be used to evaluate closed-loop properties of an autonomous driving system model that includes the ML components, all within a virtual environment. We demonstrate how to use test case generation methods, such as covering arrays, as well as requirement falsification methods to automatically identify problematic test scenarios. The resulting framework can be used to increase the reliability of autonomous driving systems.","1931-0587","978-1-5386-4452-2","10.1109/IVS.2018.8500421","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8500421","","Testing;Autonomous vehicles;Artificial neural networks;Virtual environments;Sensors;Computational modeling;Semantics","digital simulation;driver information systems;intelligent transportation systems;learning (artificial intelligence);mobile robots;program testing;road vehicles;software fault tolerance;virtual reality","autonomous driving systems;simulation-based adversarial test generation;autonomous vehicles;automatic falsification methods;cyber-physical systems;test case generation;machine learning;closed-loop properties;virtual environment","","96","3","35","IEEE","21 Oct 2018","","","IEEE","IEEE Conferences"
"A Novel Dynamic Mesh Sequence Compression Framework for Progressive Streaming","B. Yang; Z. Jiang; Y. Tian; J. Shangguan; C. Song; Y. Guo; M. Xu","Zhejiang Gongshang University, HangZhou, China; Zhejiang Gongshang University, HangZhou, China; Zhejiang Gongshang University, HangZhou, China; Zhejiang Gongshang University, HangZhou, China; Zhejiang Gongshang University, HangZhou, China; Zhengzhou University, Zhengzhou, China; Zhengzhou University, Zhengzhou, China","2017 International Conference on Virtual Reality and Visualization (ICVRV)","23 May 2019","2017","","","49","54","In this work, a novel three-dimensional (3D) mesh sequence compression framework suitable for progressive streaming is described. The proposed approach first implements a temporal frame-clustering algorithm based on the curvature of pivot vertex trajectory. Then, a decorrelation method is used to remove the redundancy of data in x, y, and z coordinates. Next, to reduce the amount of mesh sequence data, the vertex motion trajectory data in each cluster is compressed using principal component analysis (PCA). Further, the coefficients of x, y and z coordinates obtained from different principal components are considered as mesh signals, which are processed by a spectral graph wavelet transform(SGWT). Finally, the obtained wavelet coefficients are encoded using CSPECK. By transmitting data on different bit-planes from encoder, a 3D mesh sequence is encoded into a multi-resolution sequence. Experimental results show that the proposed method can realize progressive streaming of mesh sequence. Furthermore, the results also show that the proposed approach outperforms state-of-the-art methods in terms of storage space requirement and minimizing the reconstruction error.","2375-141X","978-1-5386-2636-8","10.1109/ICVRV.2017.00019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8719220","3D mesh coding;PCA;3D mesh sequence compression;progressive streaming;spectrum wavelet transform","Trajectory;Principal component analysis;Redundancy;Wavelet transforms;Clustering algorithms;Encoding","decorrelation;principal component analysis;video coding;video streaming;wavelet transforms","3D mesh sequence;SGWT;spectral graph wavelet transform;dynamic mesh sequence compression framework;multiresolution sequence;wavelet coefficients;principal component analysis;vertex motion trajectory data;mesh sequence data;decorrelation method;pivot vertex trajectory;temporal frame-clustering algorithm;three-dimensional mesh sequence compression framework;progressive streaming","","","","28","IEEE","23 May 2019","","","IEEE","IEEE Conferences"
"Advanced Black Resist Processing and Optimized Lithographic Patterning for Novel Photonic Devices","B. Matuskova; M. Weinhart; R. Holly; M. Brunnbauer; J. Rimböck; T. Zenger; M. Eibelhuber; T. Uhrmann; Y. Taguchi; H. Taguchi","EV Group, St. Florian am Inn, Austria; EV Group, St. Florian am Inn, Austria; EV Group, St. Florian am Inn, Austria; EV Group, St. Florian am Inn, Austria; EV Group, St. Florian am Inn, Austria; EV Group, St. Florian am Inn, Austria; EV Group, St. Florian am Inn, Austria; EV Group, St. Florian am Inn, Austria; FUJIFILM Electronic Materials Co., Ltd. (FFEM), Shizuoka, Japan; FUJIFILM Electronic Materials Co., Ltd. (FFEM), Shizuoka, Japan","2019 International Wafer Level Packaging Conference (IWLPC)","28 Nov 2019","2019","","","1","6","CMOS image sensors technology is nowadays widely used in various applications due to multiple advantages, such as low cost, low power consumption, on chip functionality, high-speed of operation [1]. The market for CMOS image sensor (CIS) technology is continuously growing, as this technology is key technology in the most of the main electronic megatrends, such as smart automotive, portable & mobile electronics, novel human machine interfaces for AR/ VR devices, 3D sensing or μ-displays and advanced healthcare requirements. In order to follow and continue CIS scaling for thinner and smaller devices, an adoption of new processes and materials is required. Mainly improving optical performance as well as imagining characteristics of image sensors, such as higher image resolution, better contrast and desired optical density of the colored resist materials are key aspects of today's development.","","978-1-944543-12-9","10.23919/IWLPC.2019.8914139","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8914139","black resist;spin coating;spray coating;photonic applications;lens shielding;black matrix","Resists;Surface treatment;Coatings;Optical surface waves;Surface topography;Rough surfaces;Surface roughness","CMOS image sensors;image resolution","optimized lithographic patterning;photonic devices;CMOS image sensors technology;CMOS image sensor technology;smart automotive electronics;human machine interfaces;VR devices;advanced healthcare requirements;image resolution;colored resist materials","","","","5","","28 Nov 2019","","","IEEE","IEEE Conferences"
"The Effects of Interaction and Visual Fidelity on Learning Outcomes for a Virtual Pediatric Patient System","T. B. Pence; L. C. Dukes; L. F. Hodges; N. K. Meehan; A. Johnson","School of Computing, Clemson University, Clemson, South Carolina; School of Computing, Clemson University, Clemson, South Carolina; School of Computing, Clemson University, Clemson, South Carolina; School of Nursing, Clemson University, Clemson, South Carolina; School of Nursing, Clemson University, Clemson, South Carolina","2013 IEEE International Conference on Healthcare Informatics","12 Dec 2013","2013","","","209","218","One of the most common clinical education methods for teaching patient interaction skills to nursing students is role-playing established scenarios with their classmates. Unfortunately, this is far from simulating real world experiences that they will soon face, and does not provide the immediate, impartial feedback necessary for interviewing skills development. We developed a system for Scaffolded Interviews Developed by Nurses In Education (SIDNIE) that supports baccalaureate nursing education by providing multiple guided interview practice sessions with virtual characters. During the development and evaluation of SIDNIE we realized the importance of determining the visual and interaction fidelity requirements necessary for proper learning. In this paper we report on two fidelity studies conducted with nursing students. The goal of the visual fidelity study was to determine if our virtual characters containing life-like animations would have an effect on learning or if we would get the same effect using a stationary image of our virtual environment. The second study focused on the interaction fidelity of our system and the goal was to determine if the interaction modality had an effect on the learning outcome. In particular we evaluated the effect of voice input as compared to a standard mouse-click input for question selection.","","978-0-7695-5089-3","10.1109/ICHI.2013.36","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6680480","Virtual Patients;Simulation Training;Human Computer Interaction","Visualization;Interviews;Pediatrics;Education;Animation;Virtual environments","biomedical education;computer animation;computer based training;medical information systems;teaching;virtual reality","learning outcomes;virtual pediatric patient system;clinical education methods;patient interaction skill teaching;nursing students;established scenario role-playing;scaffolded interviews developed by nurses in education;SIDNIE;multiple guided interview practice sessions;interaction fidelity requirements;visual fidelity requirements;life-like animations;virtual environment;mouse-click input;question selection","","12","","22","IEEE","12 Dec 2013","","","IEEE","IEEE Conferences"
"Maximize Potential Reserved Task Scheduling for URLLC Transmission and Edge Computing","P. Guan; X. Deng","Computer Science and Engineering, Central South University, Changsha, China; Computer Science and Engineering, Central South University, Changsha, China","2020 IEEE 92nd Vehicular Technology Conference (VTC2020-Fall)","15 Feb 2021","2020","","","1","5","Emerging Internet of vehicles systems brings interesting new applications, such as VR entertainment systems in a car. These applications frequently generate data processing requirements and require a rapid response to ensure user experience. The combination of edge computing mode and ultra-low-latency communications (URLLC) traffic can better meet the requirements of the above scenarios. All requests for signal transmission and data processing can be considered a latency-limited task. We study scheduling strategies of these tasks intending to maximize overall utility for all users. We show that finding an optimal schedule for at least N tasks is NP-hard in the utility-maximizing issue. We propose a heuristic algorithm to maximize the overall utility of all users from the perspective of residual utility. To simulate the tolerance of delay for different tasks, we designed three utility curves: exponential, linear, and step. Simulation results show that the proposed algorithm outperforms the benchmark.","2577-2465","978-1-7281-9484-4","10.1109/VTC2020-Fall49728.2020.9348504","National Natural Science Foundation of China; Fundamental Research Funds for the Central Universities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9348504","Utility maximizing;URLLC;Edge computing;Vehicle network","Vehicular and wireless technologies;Processor scheduling;Optimal scheduling;Ultra reliable low latency communication;Data processing;Task analysis;Edge computing","delay tolerant networks;distributed processing;Internet;mobile computing;optimisation;telecommunication scheduling","maximize potential reserved task scheduling;URLLC transmission;edge computing mode;signal transmission;latency-limited task;optimal schedule;utility-maximizing issue;residual utility;edge computing;Internet of Vehicles systems;ultralow-latency communications traffic;data processing;least-N tasks;NP-hard problem;exponential utility curve;linear utility curve;step utility curve","","1","","16","IEEE","15 Feb 2021","","","IEEE","IEEE Conferences"
"Characterizing Microsoft Lync Online in mobile networks: a Quality of Experience perspective","P. Casas; A. Sackl; S. Egger; R. Schatz","FTW - Telecommunications Research Center, Vienna; FTW - Telecommunications Research Center, Vienna; FTW - Telecommunications Research Center, Vienna; FTW - Telecommunications Research Center, Vienna","2014 IEEE 3rd International Conference on Cloud Networking (CloudNet)","1 Dec 2014","2014","","","344","349","Cloud-based systems are gaining enormous popularity due to a number of promised benefits, including ease of deployment and administration, scalability and flexibility, and costs savings. However, as more personal and business applications migrate to the Cloud, the service quality becomes an important differentiator between providers. ISPs, Cloud providers and enterprises migrating their services to the Cloud must therefore understand the network requirements to ensure proper end-user Quality of Experience (QoE) in these services. This paper addresses the problem of QoE in Telepresence and Remote Collaboration (TRC) services provided by Microsoft Lync Online (MLO). MLO is a Cloud-based service providing online meeting capabilities including videoconferencing, audio calls, and desktop sharing, and has become the default system for TRC in enterprise scenarios. We present a complete study of the QoE undergone by 44 MLO users in controlled subjective lab tests. The study is performed on three different interactive scenarios running on top of the real MLO Cloud service, additionally shaping the Lync flows at the access network to influence the participants experience. The scenarios include audioconferencing, video-conferencing, and remote collaboration though desktop sharing. By passively monitoring the end-to-end QoS achieved by the Lync flows, and correlating it with the QoE feedbacks provided by the participants, this study permits to better understand the interplays between network performance and QoE in TRC Cloud services. In addition, we provide a network-level characterization of the traffic generated by MLO, as well as an overview on the infrastructure hosting MLO servers.","","978-1-4799-2730-2","10.1109/CloudNet.2014.6969019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6969019","Microsoft Lync Online;Telepresence;Audioconferencing;Videoconferencing;Remote Desktop Sharing;Cloud QoE;Distributed Data Center;MOS","Quality of service;Servers;Teleconferencing;Cloud computing;Throughput;Collaboration;Standards","cloud computing;control engineering computing;mobile computing;quality of experience;quality of service;teleconferencing;telecontrol;video communication;virtual reality","Microsoft lync online;mobile networks;quality of experience;cloud-based systems;service quality;ISP;cloud provider;network requirements;telepresence and remote collaboration service;TRC service;cloud-based service;online meeting capability;videoconferencing;audio calls;desktop sharing;default system;MLO user;MLO cloud service;access network;audioconferencing;video-conferencing;end-to-end QoS;QoE feedback;network performance;TRC cloud services;network-level characterization","","","","25","IEEE","1 Dec 2014","","","IEEE","IEEE Conferences"
"Virtual Function Placement and Traffic Steering over 5G Multi-Technology Networks","N. Akhtar; I. Matta; A. Raza; L. Goratti; T. Braun; F. Esposito","Boston University, USA; Boston University, USA; Boston University, USA; FBK CREATE-NET, Italy; University of Bern, Switzerland; Saint Louis University, USA","2018 4th IEEE Conference on Network Softwarization and Workshops (NetSoft)","13 Sep 2018","2018","","","114","122","Next-generation mobile networks (5G and beyond) are expected to provide higher data rates and ultra-low latency in support of demanding applications, such as virtual and augmented reality, robots and drones, etc. To meet these stringent requirements, edge computing constitutes a central piece of the solution architecture wherein functional components of an application can be deployed over the edge network so as to reduce bandwidth demand over the core network while providing ultra-low latency communication to users. In this paper, we investigate the joint optimal placement of virtual service chains consisting of virtual application functions (components) and the steering of traffic through them, over a 5G multi-technology edge network model consisting of both Ethernet and mmWave links. This problem is NP-hard. We provide a comprehensive “microscopic” binary integer program to model the system, along with a heuristic that is one order of magnitude faster than solving the corresponding binary integer program. Extensive evaluations demonstrate the benefits of managing virtual service chains (by distributing them over the edge network) compared to a baseline “middlebox” approach in terms of overall admissible virtual capacity. We observe significant gains when deploying mmWave links that complement the Ethernet physical infrastructure. Moreover, most of the gains are attributed to only 30% of these mmWave links.","","978-1-5386-4633-5","10.1109/NETSOFT.2018.8460097","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8460097","","5G mobile communication;Routing;Delays;Computational modeling;Virtualization;Authentication;Solid modeling","5G mobile communication;integer programming;local area networks;millimetre wave communication;mobile computing;next generation networks;telecommunication traffic;virtualisation","bandwidth demand;core network;ultra-low latency communication;virtual service chains;virtual application functions;5G multitechnology edge network model;comprehensive microscopic binary integer program;admissible virtual capacity;virtual function placement;traffic steering;5G multitechnology networks;next-generation mobile networks;virtual reality;augmented reality;edge computing;mmWave links","","11","","24","IEEE","13 Sep 2018","","","IEEE","IEEE Conferences"
"Adaptive and virtual reconfigurations for effective dynamic job scheduling in cluster systems","Songqing Chen; Li Xiao; Xiaodong Zhang","Department of Computer Science, College of William and Mary, Williamsburg, USA; Department of Computer Science, College of William and Mary, Williamsburg, USA; Department of Computer Science, College of William and Mary, Williamsburg, USA","Proceedings 22nd International Conference on Distributed Computing Systems","7 Nov 2002","2002","","","35","42","In a cluster system with dynamic load sharing support, a job submission or migration to a workstation is determined by the availability of CPU and memory resources of the workstation at the time. In such a system, a small number of running jobs with unexpectedly large memory allocation requirements may significantly increase the queuing delay times of the rest of jobs with normal memory requirements, slowing down executions of individual jobs and decreasing the system throughput. We call this phenomenon as the job blocking problem because the big jobs block the execution pace of majority jobs in the cluster. We propose a software method incorporating with dynamic load sharing, which adaptively reserves a small set of workstations through virtual cluster reconfiguration to provide special services to the jobs demanding large memory allocations. This policy implies the principle of shortest-remaining-processing-time policy. As soon as the blocking problem is resolved by the reconfiguration, the system will adaptively switch back to the normal load sharing state. We present three contributions in this study. (1) the conditions to cause the job blocking problem; (2) the adaptive software method in a dynamic load sharing system; and (3) trace-driven simulations. We show that our method can effectively improve the cluster computing performance by quickly resolving the job blocking problem. The effectiveness and performance insights are also analytically verified.","1063-6927","0-7695-1585-1","10.1109/ICDCS.2002.1022240","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1022240","","Dynamic scheduling;Workstations;Optimal scheduling;Processor scheduling;Delay;Switches;Job design;Computer science;Educational institutions;Availability","processor scheduling;workstation clusters;resource allocation;virtual reality","dynamic load sharing system;cluster system;adaptive reconfigurations;virtual reconfigurations;job scheduling;workstation;memory resources;job blocking problem","","6","","14","IEEE","7 Nov 2002","","","IEEE","IEEE Conferences"
"Seamful design: showing the seams in wearable computing","M. Chalmers; I. MacColl; M. Bell","University of Glasgow, UK; University of Queensland, Australia; University of Glasgow, UK","2003 IEE Eurowearable","4 Mar 2009","2003","","","11","16","In this paper, we question the assumption that seamless integration of computer system components is necessarily a design requirement for wearable computing and for ubiquitous computing. We explore Mark Weiser's notions of seamlessness and 'seamfulness', and use them in discussing the design and use of wearable and ubicomp systems. The physical nature of the systems we design reveals itself in, for example, uncertainty in sensing, limited coverage of communications infrastructure and the transformations needed to share data between heterogeneous tools and media. When such seams show through, as they inevitably do, users perceive and appropriate them for their own uses. We suggest that new opportunities for system design arise if we take fuller account of this process, and consider making it a deliberate policy to reveal and use seams. We offer examples of seams and some suggestions for seamful design, drawing from the Equator interdisciplinary research collaboration's work on ubiquitous computing and mixed reality systems. More particularly, we focus on our work in Equator's City project, on a system that lets a visitor using a PDA in a museum exhibition or cultural institution co-visit with people using virtual reality and Web versions of the same institution. Our work is strongly influenced by the vision of ubiquitous computing presented by Mark Weiser.","0537-9989","0-85296-282-7","10.1049/ic:20030140","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1515032","","","mobile computing;notebook computers;wearable computers;augmented reality;exhibitions;humanities;groupware","computer system components;seamless integration;wearable computing;ubiquitous computing;seamful design;Equator interdisciplinary research;mixed reality systems;City project;PDA;museum exhibition;cultural institution;virtual reality;Web institutions","","4","","","","4 Mar 2009","","","IET","IET Conferences"
"HapticDrone: An encountered-type kinesthetic haptic interface with controllable force feedback: Example of stiffness and weight rendering","M. Abdullah; M. Kim; W. Hassan; Y. Kuroda; S. Jeon","Department of Computer Engineering, Kyung Hee University, Yongin, South Korea; Department of Computer Engineering, Kyung Hee University, Yongin, South Korea; Department of Computer Engineering, Kyung Hee University, Yongin, South Korea; Graduate School of Engineering Science, Osaka University, Japan; Department of Computer Engineering, Kyung Hee University, Yongin, South Korea","2018 IEEE Haptics Symposium (HAPTICS)","10 May 2018","2018","","","334","339","HapticDrone is our new approach to transform a drone into a force-reflecting haptic interface. While our earlier work proved the concept, this paper concretizes it by implementing accurate force control along with effective encountered-type stiffness and weight rendering for 1D interaction as a first step. To this end, generated force is identified with respect to drone's thrust command, allowing a precise control of force. Force control is combined with tracking of drone and hand, turning the HapticDrone into an ideal end-effector for the encountered-type haptics and making the system ready for more sophisticated physics simulation. Stiffness and weight of a virtual object is our first target of the simulation. Conventional stiffness and gravity simulation is merged into the encountered-type position control scheme, allowing a user to feel the softness and weight of an object. We further confirmed the feasibility by proving that the system fulfills the physical performance requirements commonly needed for an encountered-type haptic interface, i.e., force rendering bandwidth, accuracy, and tracking performance.","2324-7355","978-1-5386-5424-8","10.1109/HAPTICS.2018.8357197","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8357197","","Drones;Force;Haptic interfaces;Rendering (computer graphics);Solid modeling;Switches;Usability","end effectors;force control;force feedback;haptic interfaces;position control;remotely operated vehicles;rendering (computer graphics);virtual reality","force-reflecting haptic interface;accurate force control;encountered-type stiffness;precise control;HapticDrone;ideal end-effector;encountered-type haptics;sophisticated physics simulation;gravity simulation;encountered-type position control scheme;encountered-type haptic interface;force rendering bandwidth;encountered-type kinesthetic haptic interface;controllable force feedback","","19","","19","IEEE","10 May 2018","","","IEEE","IEEE Conferences"
"Dynamic Point Cloud Compression using Slicing focused on Self-occluded Points","F. Tohidi; M. Paul; A. Ulhaq","Charles Sturt University, Bathurst, Australia; Charles Sturt University, Bathurst, Australia; Charles Sturt University, Port Macquarie, Australia","2022 International Conference on Digital Image Computing: Techniques and Applications (DICTA)","10 Feb 2023","2022","","","1","8","With the fast growth of immersive video sequences, achieving seamless and high-quality compressed 3D content is even more critical. MPEG recently developed a video-based point cloud compression (V-PCC) standard for dynamic point cloud coding. However, reconstructed point clouds using V-PCC suffer from different artifacts, including losing data during pre-processing before applying existing video coding techniques, e.g., High-Efficiency Video Coding (HEVC). Patch generations and self-occluded points in the 3D to the 2D projection are the main reasons for missing data using V-PCC. This paper proposes a new method that introduces overlapping slicing as an alternative to patch generation to decrease the number of patches generated and the amount of data lost. In the proposed method, the entire point cloud has been cross-sectioned into variable-sized slices based on the number of self-occluded points so that data loss can be minimized in the patch generation process and projection. For this, a variable number of layers are considered, partially overlapped to retain the self-occluded points. The proposed method's added advantage is to reduce the bits requirement and to encode geometric data using the slicing base position. The experimental results show that the proposed method is much more flexible than the standard V-PCC method, improves the rate-distortion performance, and decreases the data loss significantly compared to the standard V-PCC method.","","978-1-6654-5642-5","10.1109/DICTA56598.2022.10034563","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10034563","dynamic point cloud;3D point cloud;compression;V-PCC","Point cloud compression;Three-dimensional displays;Digital images;Video sequences;Transform coding;Rate-distortion;Encoding;Image reconstruction;Standards;High efficiency video coding","augmented reality;avatars;computer graphics;geographic information systems;history;solid modelling;virtual reality","dynamic 3D objects;dynamic point cloud compression;object-based interaction;real-world objects;realistic digital representations;realistic physical world interactions;realistic visual representation model;self-occluded points;static D objects;users;virtual world","","","","40","IEEE","10 Feb 2023","","","IEEE","IEEE Conferences"
"Applying Machine Learning to End-to-end Slice SLA Decomposition","M. Iannelli; M. R. Rahman; N. Choi; L. Wang","CUNY, New York, NY, USA; Microsoft, Redmond, WA, USA; Nokia Bell Labs, Murray Hill, NJ, USA; Nokia Software, Helsinki, Finland","2020 6th IEEE Conference on Network Softwarization (NetSoft)","12 Aug 2020","2020","","","92","99","5G is set to revolutionize the network service industry with unprecedented use-cases in industrial automation, augmented reality, virtual reality and many other domains. Network slicing is a key enabler to realize this concept, and comes with various SLA requirements in terms of latency, throughput, and reliability. Network slicing is typically performed in an end-to-end (e2e) manner across multiple domains, for example, in mobile networks, a slice can span access, transport and core networks. Thus, if an SLA requirement is specified for e2e services, we need to ensure that the total SLA budget is appropriately proportioned to each participating domain in an adaptive manner. Such an SLA decomposition can be extremely useful for network service operators as they can plan accordingly for actual deployment. In this paper we design and implement an SLA decomposition planner for network slicing using supervised machine learning algorithms. Traditional optimization based approaches cannot deal with the dynamic nature of such services. We design machine learning models for SLA decomposition, based on random forest, gradient boosting and neural network. We then evaluate each class of algorithms in terms of accuracy, sample complexity, and model explainability. Our experiments reveal that, in terms of these three requirements, the gradient boosting and neural network algorithms for SLA decomposition out-perform random forest algorithms, given emulated data sets.","","978-1-7281-5684-2","10.1109/NetSoft48620.2020.9165317","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9165317","Network slicing;E2E orchestration;SLA;random forest;gradient boosting;neural networks","Machine learning;Network slicing;Data models;Training;Optimization;5G mobile communication;Quality of service","augmented reality;learning (artificial intelligence);neural nets;optimisation;random forests;supervised learning","mobile networks;core networks;total SLA budget;network service operators;SLA decomposition planner;network slicing;supervised machine learning algorithms;neural network algorithms;end-to-end slice SLA decomposition;network service industry;industrial automation;augmented reality;virtual reality","","5","","26","IEEE","12 Aug 2020","","","IEEE","IEEE Conferences"
