"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"First experiences with group projects in CSE education","M. Bernreuther; H. . -J. Bungartz","University of Stuttgart, Germany; Technical University Munich, Germany","Computing in Science & Engineering","26 Jun 2006","2006","8","4","16","25","In an effort to improve the way in which computational science and engineering is taught, the authors worked on two project-based software-focused modules in two different studyprograms at two German universities. This article describes both their expectations andoutcomes and addresses the question of whether-and how-software engineering practices should be taught in CSE courses.","1558-366X","","10.1109/MCSE.2006.66","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1644702","CSE-related student group project;team-based learning;computational science and engineering;education;computational steering","Software engineering;Computational modeling;Computer science;Design engineering;Educational programs;Physics;Numerical simulation;Teamwork;Project management;Mathematics","computer science education;engineering education;educational technology","CSE education;computational science and engineering education;project-based software-focused modules;software engineering;CSE courses","","","","18","IEEE","26 Jun 2006","","","IEEE","IEEE Magazines"
"Simulation of precise and safe landing near a plume source on Enceladus","K. Konstantinidis; J. Adler; M. Thies; R. Förstner","Institute for Space Technology and Space Applications (ISTA), Universität der Bundeswehr, München, Germany; Institute for Space Technology and Space Applications (ISTA), Universität der Bundeswehr, München, Germany; Institute for Space Technology and Space Applications (ISTA), Universität der Bundeswehr, München, Germany; Institute for Space Technology and Space Applications (ISTA), Universität der Bundeswehr, München, Germany","2018 IEEE Aerospace Conference","28 Jun 2018","2018","","","1","15","This paper presents a simulation tool for planetary landing operations near a plume source on the bottom of a tiger stripe canyon on the South Polar Terrain of Saturn's moon Enceladus, reports on its development status, and presents results from the landing simulation. Enceladus is a promising hot spot for astrobiology in the solar system. A concept studied at the Institute for Space Technology and Space Applications (ISTA) of Bundeswehr University Munich in the context of the DLR funded Enceladus Explorer project (EnEx) aimed to place a lander near one of the plume sources on the bottom of a tiger stripe canyon on the south pole of Saturn's moon Enceladus. A spacecraft landing near one of the plume sources and deploying a melting probe to sample relatively shallow liquid water in the ice under that plume source would be able to look for signatures of life before they are degraded by exposure to the vacuum of space. The lander would have to meet very challenging landing accuracy and reliability requirements on an exceptionally challenging terrain. To perform this challenging landing, a sophisticated landing Guidance, Navigation, and Control (GN&C) system would be necessary. For the lander to land within the narrow canyon floor with the required accuracy, a terrain relative navigation (TRN) function can use sensors such as optical and thermal cameras, LIDAR, etc. to navigate relative to detected terrain features. To ensure a safe landing in the hazardous terrain, a hazard detection and avoidance (HDA) function must be able to assess if the originally planned landing site is safe, and if not to then autonomously command a retargeting to another safer spot. The guidance function must then calculate a viable trajectory and thrust arc to the newly chosen landing site. To validate that the landing satisfies the accuracy and reliability requirements we are developing a tool in Matlab to simulate the operation of the autonomous landing GN&C system. In this paper we describe the tool and we present its development status. We then demonstrate that the accuracy and safety requirements are met for landing on an adequately realistic tiger stripe canyon-like simulated terrain. Based on the simulation results we also propose possible modifications to the landing GN&C system.","","978-1-5386-2014-4","10.1109/AERO.2018.8396476","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8396476","","Space technology;Saturn;Probes;Ice;Navigation;Tools;Moon","aircraft landing guidance;entry, descent and landing (spacecraft);planetary satellites;planetary surfaces;Saturn;space vehicles","terrain relative navigation function;safe landing;originally planned landing site;newly chosen landing site;autonomous landing GN&C system;development status;adequately realistic tiger stripe canyon-like simulated terrain;simulation results;plume source;simulation tool;planetary landing operations;South Polar Terrain;landing simulation;Enceladus Explorer project;spacecraft landing;exceptionally challenging terrain;Saturn moon Enceladus;relatively shallow liquid water;hazard detection and avoidance function;HDA function;landing accuracy requirements;landing reliability requirements;sophisticated landing GN&C system","","","","48","IEEE","28 Jun 2018","","","IEEE","IEEE Conferences"
"Application of Virtual Learning Platform (VLP) in the Network Guiding of Art","Q. Tang","Guang'an Vocational and Technical College, Guangan, Sichuan, China","2021 Second International Conference on Electronics and Sustainable Communication Systems (ICESC)","23 Sep 2021","2021","","","1070","1073","Application of Virtual Learning Platform (VLP) in the network guiding of art is studied in this paper. For the design of the system, we firstly consider the network of edge attributes is called symbolic network, which plays an important role in the individual cluster analysis. Node attribute is an important feature of social network, which also plays a core fundamental role in individual aggregation. When modularity is introduced into symbolic network and node attributes are included in community structure analysis, the community structure characteristics of network can be analyzed more comprehensively. Hence, the VLP is proposed and applied to the network guiding. The system is implemented based on the Python and the performance is tested.","","978-1-6654-2867-5","10.1109/ICESC51422.2021.9532654","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9532654","Virtual Learning Platform;Virtual Data;Network Guiding;Data Mining","Art;Social networking (online);Communication systems","computer aided instruction;medical computing;network theory (graphs);pattern clustering;social networking (online)","Virtual Learning Platform;VLP;network guiding;edge attributes;symbolic network;individual cluster analysis;node attribute;social network;core fundamental role;community structure analysis","","","","22","IEEE","23 Sep 2021","","","IEEE","IEEE Conferences"
"The automatic evaluation system of virtual reality simulation system of subsea production","B. Chen; X. Zuo","College of Information Science and Engineering, China University of Petroleum, Beijing, China; College of Information Science and Engineering, China University of Petroleum, Beijing, China","2020 12th International Conference on Intelligent Human-Machine Systems and Cybernetics (IHMSC)","23 Sep 2020","2020","2","","12","16","Aiming at the automatic evaluation system of virtual reality simulation system of subsea production, this paper starts from the simulation training requirements of subsea production, and then analyzes the characteristics of ROV operation, crane operation and winch operation during the training of various cases. Combined with the experience of relevant experts, the factors of systematic performance evaluation are defined. Based on a large number of data generated during the virtual reality simulation physical simulation, this paper studies and designs the system scheme of the virtual reality simulation automatic evaluation system for subsea production based on the fuzzy comprehensive evaluation method and the artificial expert's scoring. Furthermore, the evaluation process of the scheme is introduced in detail.","","978-1-7281-6517-2","10.1109/IHMSC49165.2020.10082","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9204239","component;subsea production;fuzzy comprehensive evaluation;virtual reality simulation;automatic evaluation system","Solid modeling;Data models;Training;Computational modeling;Production;Virtual reality;Indexes","computer based training;cranes;fuzzy set theory;performance evaluation;production engineering computing;virtual reality","subsea production;fuzzy comprehensive evaluation method;evaluation process;virtual reality simulation system;simulation training requirements;ROV operation;crane operation;winch operation;systematic performance evaluation;virtual reality simulation physical simulation;system scheme;virtual reality simulation automatic evaluation system;artificial expert scoring","","","","12","IEEE","23 Sep 2020","","","IEEE","IEEE Conferences"
"Joint Training Simulation Platform Study","Y. Guo-Qiang; M. Shao-Jie; L. Yu-Ping; Z. Jie-Yong","Science and Technology on Information System, Engineering Laboratory, Nanjing, China; Science and Technology on Information System, Engineering Laboratory, Nanjing, China; Science and Technology on Information System, Engineering Laboratory, Nanjing, China; Information and Navigation College, Air Force Engineering University, Xi'an, China","2018 3rd International Conference on Robotics and Automation Engineering (ICRAE)","23 Dec 2018","2018","","","127","130","Simulation training is an inevitable choice for joint operations training. Simulation training platform is considered as the core of military deduction. It combines simulation systems and solid equipment to build the training environment, which provides the necessary conditions for the multi-level multi-area joint training. In this paper, the existing simulation training architecture technologies are reviewed. Considering the characteristics of joint training and functional requirements, an overall structural design of a simulation platform is given, and several challenges technical are discussed.","","978-1-5386-9594-4","10.1109/ICRAE.2018.8586737","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8586737","joint training;simulated training;model and simulation;simulation deduction","Training;Solid modeling;Computational modeling;Data models;Cloud computing;Load modeling;Computer architecture","computer based training;digital simulation;military computing","joint operations training;simulation training platform;simulation systems;training environment;joint training simulation platform;military deduction","","","","8","IEEE","23 Dec 2018","","","IEEE","IEEE Conferences"
"Design of Computer Basic Course Examination System Based on Virtual Simulation Platform","R. Jing; B. Xu; a. F. Wan","Hainan Vocational University of Science and Technology Haikou, Hainan, China; Hainan Vocational University of Science and Technology Haikou, Hainan, China; Hainan Vocational University of Science and Technology Haikou, Hainan, China","2020 International Conference on Computers, Information Processing and Advanced Education (CIPAE)","11 Mar 2021","2020","","","43","46","Digital campus construction is the key construction project of computer basic colleges, and online examination system is an indispensable part of it. The overall structure of the examination system adopts a browser-based three-tier network application system, which divides the functions of the system into three blocks: representation, function and data. A perfect Web-oriented examination system for computer basic courses with multiple questions is designed and implemented. The modules and database of the examination system are designed in detail, and the development of the computer basic examination system is realized. The network examination system designed in this paper is based on virtual simulation platform, which is a test of teachers' teaching level and students' learning situation. The purpose is to make teachers and students get the most timely and effective feedback, so as to give teachers and students the greatest help in future teaching activities.","","978-1-7281-8223-0","10.1109/CIPAE51077.2020.00019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9373641","Virtual simulation;Computers;Examination system;Design","Databases;Computational modeling;Education;Information processing;Maintenance engineering;Data mining;Standards","computer aided instruction;computer science education;computer simulation;educational administrative data processing;educational courses;educational institutions;Internet;teaching","browser-based three-tier network application system;computer basic courses;computer basic examination system;network examination system;virtual simulation platform;computer basic course examination system;digital campus construction;computer basic colleges;online examination system;Web-oriented examination system","","","","8","IEEE","11 Mar 2021","","","IEEE","IEEE Conferences"
"ViTAWiN - Interprofessional Medical Mixed Reality Training for Paramedics and Emergency Nurses","J. Schild; G. Carbonell; A. Tarrach; M. Ebeling","IREX Interactive Reality Experiences, TH Köln, Cologne, Germany; IREX Interactive Reality Experiences, Hannover University of Applied Sciences and Arts, Hannover, Germany; IREX Interactive Reality Experiences, Hannover University of Applied Sciences and Arts, Hannover, Germany; IREX Interactive Reality Experiences, Hannover University of Applied Sciences and Arts, Hannover, Germany","2022 IEEE 10th International Conference on Serious Games and Applications for Health(SeGAH)","19 Dec 2022","2022","","","1","8","Medical training can benefit from immersive technology such as multiuser virtual reality (VR) or mixed reality (MR). In this paper, we explore how such technology can be applied to interprofessional training settings, where students of two different professional groups, paramedics and emergency nurses, can train together on a shared case involving a burnt patient scenario. In order to support integration in existing real training environments, we further integrate a haptic simulation mannequin using a mixed reality approach. This paper presents a user study with 30 paramedic students and 14 nursing trainees. As a first, our evaluation involves the two user groups joining a mixed reality interprofessional medical training remotely from their respective training academies. While the results indicate good usability and presence effects at low simulator sickness, highlighting the potential of conjointly training multiple medical groups, we discuss the practical complexity of the setup and a potential currently limited in emotion fidelity, hardware comfort and stability of remote communication.","2573-3060","978-1-6654-8439-8","10.1109/SEGAH54908.2022.9978566","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9978566","medical training simulation;interprofessional training;virtual reality;mixed reality;haptics;social VR;case","Training;Solid modeling;Mixed reality;Virtual reality;Medical services;Stability analysis;Hardware","biomedical education;computer based training;haptic interfaces;health care;medical computing;patient care;virtual reality","burnt patient scenario;emergency nurses;haptic simulation mannequin;interprofessional training settings;mixed reality approach;mixed reality interprofessional medical training;MR;multiple medical groups;nursing trainees;paramedic students;respective training academies;training environments;ViTAWiN-interprofessional medical mixed reality","","","","16","IEEE","19 Dec 2022","","","IEEE","IEEE Conferences"
"Design of the On-line Interactive Classroom Module for Network Resources Learning Situation","F. -Y. Xu; C. -Y. Li; Z. Chen","Key Laboratory of Key Technology on Agricultural Machine and Equipment, Ministry of Education, South China Agricultural University, Guangzhou, China; Key Laboratory of Key Technology on Agricultural Machine and Equipment, Ministry of Education, South China Agricultural University, Guangzhou, China; Key Laboratory of Key Technology on Agricultural Machine and Equipment, Ministry of Education, South China Agricultural University, Guangzhou, China","2010 Second International Workshop on Education Technology and Computer Science","6 May 2010","2010","1","","409","412","The work aimed to increase the interaction and cooperation of the on-line learning by enhancing the re-utilization of network resources. The paper analyzed the network teaching requirement of the online classroom learner, proposed the hierarchical modular design on the teaching objectives segmentation, and designed the standard online classroom modules to match the resources of the network learning situations, which were full of humanistic care with sharing and implementing the disorderly stack of resources towards interactive situation. This design suggested that the teaching strategies of network classroom should pay more attention on the reservation enrolling management, and the interest problem-based learning with the feeding back, the dynamic regulation for the teaching organization also should be stressed, which would promote the online classroom on network resources to be efficiently reused.","","978-1-4244-6389-3","10.1109/ETCS.2010.187","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5458780","network on-line;interactive classroom;resources modular;situation design","Educational technology;Online Communities/Technical Collaboration;Computer science education;Laboratories;Space technology;Computer science;Machine learning;Resource management;IP networks;Navigation","computer aided instruction;interactive systems","online interactive classroom module;network resources learning situation;online learning;network teaching requirement;hierarchical modular design;reservation enrolling management;interest problem-based learning;teaching strategies","","","","23","IEEE","6 May 2010","","","IEEE","IEEE Conferences"
"Research on Multimedia Social Computer Intelligent Interaction System Based on Virtual Reality VR Technology","D. Wang; P. Liu","Digital Media Digital, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Department of Journalism and Communication, Nanjing University of Aeronautics and Astronautics, Nanjing, China","2021 IEEE International Conference on Data Science and Computer Application (ICDSCA)","23 Dec 2021","2021","","","158","162","From the perspective of multimedia development, integration and differentiation are two aspects of things that promote and promote each other. Promote the continuous advancement of the media and the media through the joint effect of these two aspects. Based on this research background, the thesis first defines a multimedia interactive system. Then based on the virtual reality VR, we introduced the design scheme of the integrated media interactive system based on the social media platform from the perspective of function and safety in detail. Through system detection, the spread of social network worms based on virtual reality VR technology in heterogeneous social networks was discovered, which revealed the influence of network topology and the degree of social network hybridization on the spread of worms, and provided important support for research on social network worms.","","978-1-6654-4054-7","10.1109/ICDSCA53499.2021.9650079","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9650079","virtual reality;multimedia social network;interactive system","Social networking (online);Interactive systems;Multimedia systems;Virtual environments;Systems architecture;Games;Media","invasive software;multimedia computing;social networking (online);virtual reality","integrated media interactive system;social media platform;system detection;social network worms;virtual reality VR technology;heterogeneous social networks;social network hybridization;multimedia social computer intelligent interaction system;multimedia development;continuous advancement;joint effect;research background;multimedia interactive system","","","","7","IEEE","23 Dec 2021","","","IEEE","IEEE Conferences"
"PuzzleFixer: A Visual Reassembly System for Immersive Fragments Restoration","S. Ye; Z. Chen; X. Chu; K. Li; J. Luo; Y. Li; G. Geng; Y. Wu","State Key Lab of CAD&CG, Zhejiang University, China; John A. Paulson School of Engineering and Applied Sciences, Harvard University, Cambridge, MA, USA; State Key Lab of CAD&CG, Zhejiang University, China; Northwest University, USA; Xi'an Beilin Museum, China; Xi'an Beilin Museum, China; Northwest University, USA; State Key Lab of CAD&CG, Zhejiang University, China","IEEE Transactions on Visualization and Computer Graphics","16 Dec 2022","2023","29","1","429","439","We present PuzzleFixer, an immersive interactive system for experts to rectify defective reassembled 3D objects. Reassembling the fragments of a broken object to restore its original state is the prerequisite of many analytical tasks such as cultural relics analysis and forensics reasoning. While existing computer-aided methods can automatically reassemble fragments, they often derive incorrect objects due to the complex and ambiguous fragment shapes. Thus, experts usually need to refine the object manually. Prior advances in immersive technologies provide benefits for realistic perception and direct interactions to visualize and interact with 3D fragments. However, few studies have investigated the reassembled object refinement. The specific challenges include: 1) the fragment combination set is too large to determine the correct matches, and 2) the geometry of the fragments is too complex to align them properly. To tackle the first challenge, PuzzleFixer leverages dimensionality reduction and clustering techniques, allowing users to review possible match categories, select the matches with reasonable shapes, and drill down to shapes to correct the corresponding faces. For the second challenge, PuzzleFixer embeds the object with node-link networks to augment the perception of match relations. Specifically, it instantly visualizes matches with graph edges and provides force feedback to facilitate the efficiency of alignment interactions. To demonstrate the effectiveness of PuzzleFixer, we conducted an expert evaluation based on two cases on real-world artifacts and collected feedback through post-study interviews. The results suggest that our system is suitable and efficient for experts to refine incorrect reassembled objects.","1941-0506","","10.1109/TVCG.2022.3209388","NSFC(grant numbers:62072400); National Key Research and Development Program of China(grant numbers:2019YFC1521102); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9906965","Immersive visualization;interactive exploration;fragment reassembly;cultural heritage","Three-dimensional displays;Visualization;Shape;Manuals;Faces;Optimization;Cultural differences","archaeology;computational geometry;data visualisation;feature extraction;force feedback;graph theory;image matching;image reconstruction;inference mechanisms;interactive systems;pattern clustering;solid modelling","alignment interactions;ambiguous fragment shapes;analytical tasks;broken object;clustering techniques;complex fragment shapes;computer-aided methods;correct matches;cultural relics analysis;direct interactions;expert evaluation;forensics reasoning;fragment combination set;immersive fragments restoration;immersive interactive system;immersive technologies;incorrect objects;incorrect reassembled objects;match relations;possible match categories;PuzzleFixer leverages dimensionality reduction;realistic perception;reasonable shapes;reassembled object refinement;specific challenges include;visual reassembly system","","","","73","IEEE","30 Sep 2022","","","IEEE","IEEE Journals"
"Large, complex systems integrated support system research","X. Shang; H. Li","School of Economics and Management, Harbin Engineering University, Harbin, Heilongjiang, CN; School of Economics and Management, Harbin Engineering University, Harbin, China","2016 International Conference on Logistics, Informatics and Service Sciences (LISS)","16 Feb 2017","2016","","","1","6","Integration of complex system security is the important research topics in equipment construction, involves many factors, the design is difficult. In this paper, on the basis of research the integration of security technology at home and abroad, has been clear about the related concept and connotation, summarized the development trend of equipment integrated support; Within the whole life cycle, from the overall technology, design, test and operational use four aspects analyzes the integration of key technologies; In a certain type of aircraft, for example, preliminary design and implementation of an integrated security system, in-depth study laid the foundation for the integrated security system.","","978-1-5090-1102-5","10.1109/LISS.2016.7854401","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7854401","integrated logistics support;life cycle cost;reliability maintainability and integrity","Security;Maintenance engineering;Logistics;Reliability;Planning;Atmospheric modeling;Solid modeling","design engineering;maintenance engineering;product life cycle management;production equipment;reliability","equipment integrated support system;equipment construction;design;integrated security technology;equipment life cycle","","","","8","IEEE","16 Feb 2017","","","IEEE","IEEE Conferences"
"Proceedings of IEEE Singapore International Conference on Networks/International Conference on Information Engineering '93","",,"Proceedings of IEEE Singapore International Conference on Networks/International Conference on Information Engineering '93","6 Aug 2002","1993","2","","i","","","","0-7803-1445-X","10.1109/SICON.1993.515639","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=515639","","","","","","","","","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Design and Analysis of An Intelligent System for Building Virtual Roaming","W. Chen","Liaoning Jianzhu Vocational College, Liaoyang, China","2018 International Conference on Virtual Reality and Intelligent Systems (ICVRIS)","11 Nov 2018","2018","","","26","29","As is well known that virtual building roaming is an effective solution which can effectively integrate the digital virtual roaming and the building structure animation together. In this paper, we study on the intelligent system for building virtual roaming which can spread the architecture culture widely. Firstly, the intelligent system is divided into three parts: automatic roaming, role roaming, and control module. In the whole process of building body modeling, we import CAD drawings into ADS Max, to exploit the drawings as the background map of the whole view window. Then we draw the outline of the building by line drawing. Next, we import all synthetic models into the virtual software through the visual tractor operation. Finally, the performance testing demonstrates the effectiveness of the proposed system, and we can find that the intelligent system can significantly help the architecture culture to be spread widely.","","978-1-5386-8031-5","10.1109/ICVRIS.2018.00015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8531342","Virtual roaming, Architecture culture, Role roaming, Control module, Requirement analysis","Buildings;Solid modeling;Navigation;Architecture;Testing;Cameras;Virtual reality","building management systems;CAD;computer animation;solid modelling;virtual reality","intelligent system;building virtual roaming;digital virtual roaming;building structure animation;architecture culture;automatic roaming;role roaming;building body modeling;virtual software;control module;CAD drawings;ADS Max;line drawing;visual tractor operation","","","","14","IEEE","11 Nov 2018","","","IEEE","IEEE Conferences"
"Design and Implementation of A Scrum Project Training Platform Supporting Virtual Enterprise Environment","Y. Zhang; Z. Li; K. Liu","School of Computer, Shenyang Aerospace University, Shenyang, China; Shenyang Zhehang Information Technology Company Ltd., Shenyang, China; School of Computer, Shenyang Aerospace University, Shenyang, China","2020 IEEE 2nd International Conference on Computer Science and Educational Informatization (CSEI)","17 Jul 2020","2020","","","130","134","Scrum is one of the most common development models in project management today. But its working mode is obviously different from the traditional software development process. Therefore, no effective online training platform has been found. This paper mainly introduces the system architecture and implementation details of a software project training platform. It perfectly integrates the development concept of Scrum. Students can have a good experience of this popular development mode in the industry. ctatistical results show that this system is reliable and can meet the demand of software development training.","","978-1-7281-7008-4","10.1109/CSEI50228.2020.9142486","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9142486","Scrum development;training platform;virtual enterprise environment;software project development","Training;Software;Task analysis;Databases;Tools;Virtual enterprises","business data processing;computer based training;project management;software maintenance;software prototyping;virtual enterprises","Scrum project training;virtual enterprise environment;working mode;software development process;software project training platform;software development training;project management","","","","6","IEEE","17 Jul 2020","","","IEEE","IEEE Conferences"
"Research of Navy Vessel Synergetic Design System Based on SBA","J. Lv; H. Zhou","Dept. of Manage. Sci. & Eng., Naval Univ. of Eng., Wuhan; Dept. of Manage. Sci. & Eng., Naval Univ. of Eng., Wuhan","2008 3rd International Conference on Innovative Computing Information and Control","22 Aug 2008","2008","","","299","299","Combining the system analysis method, the system of navy vessel synergetic designing was brought forward based on the integrative environment in Simulation Based Acquisition (SBA). First, upon the research of the SBA acquisition mode of navy vessel and its design mode, a new system of synergetic designing was raised and its mostly components was analyzed. Then, to prove the capability and validity of warship synergetic designing system, static and dynamic modeling are presented to the function and action of the control program with UML.","","978-0-7695-3161-8","10.1109/ICICIC.2008.450","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4603488","","Unified modeling language;Object oriented modeling;Solid modeling;Weapons;Computational modeling;Analytical models;Process control","digital simulation;military computing;naval engineering computing;ships;Unified Modeling Language","navy vessel synergetic design system;SBA;simulation based acquisition;warship;static modeling;dynamic modeling;UML","","","1","5","IEEE","22 Aug 2008","","","IEEE","IEEE Conferences"
"Research on Interaction Design of Chemical Inquiry Virtual Experiment Based on Augmented Reality Technology","G. Ting; W. Jianmin; Z. Yongning; C. Qiuyu","Arts and Media, Tongji University, China; Arts and Media, Tongji University, China; Arts and Media, Tongji University, China; Design and Innovation, Tongji University, China","2021 IEEE 7th International Conference on Virtual Reality (ICVR)","19 Jul 2021","2021","","","340","351","The rapid development of Augmented Reality (AR for short) has promoted great changes in teaching methods in recent years. The technical characteristics of AR and its educational value drive middle school chemistry experiments to gradually develop towards the direction of strong interactivity, interest, and visualization. However, how the interactive content of Augmented Reality meets the core demands of users to improve the learning effect in chemical experiments has become a new topic for educators and interaction designers. Under the technical background of Augmented Reality and guided by Inquiry-based Learning theory, how Augmented Reality interactive information can assist and guide users to conduct experimental exploration is explored in this paper with the guidance and middle school chemistry virtual experiment as the main study object. Based on considerable investigations and studies, the experiment of sodium and water reaction is taken as an example to design the human-computer interaction interface in the experimental scenario. In this design, the situational information required by users is superimposed on the real experimental environment in real time, contributing to improving the exploration consciousness of users, reducing the distraction of their attention and cognitive load, and deepening their understanding of the experimental content. In this study, the design of the 3D space interaction interface based on Augmented Reality technology is investigated, providing great reference value to the interaction design based on Augmented Reality applications.","2331-9569","978-1-6654-2309-0","10.1109/ICVR51878.2021.9483706","Research and Development; Tongji University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9483706","augmented reality;virtual experiment;inquiry-based learning;interaction design","Visualization;Chemistry;Three-dimensional displays;Pain;Sodium;Education;Real-time systems","augmented reality;chemistry computing;computer aided instruction;data visualisation;human computer interaction;sodium;student experiments;water","interaction design;augmented reality technology;technical characteristics;interactive content;interaction designers;experimental exploration;middle school chemistry virtual experiment;human-computer interaction interface;3D space interaction interface;augmented reality applications;chemical inquiry virtual experiment;teaching methods;AR technical characteristics;educational value;visualization;learning effect;inquiry-based learning theory;augmented reality interactive information;sodium-water reaction;user exploration consciousness;experimental content","","","","39","IEEE","19 Jul 2021","","","IEEE","IEEE Conferences"
"Notice of Retraction: Engineering Design Plan for Building Intelligent System Integration","G. Manru; X. Lijun; F. Tongshun","Department of Electrical and Information Science, Teachers College, Beijing Union University, Beijing, China; Department of Electrical and Information Science, Teachers College, Beijing Union University, Beijing, China; Department of Electrical Engineering, Automation College of Beijing Union University, Beijing, China","2010 International Conference on Innovative Computing and Communication and 2010 Asia-Pacific Conference on Information Technology and Ocean Engineering","29 Mar 2010","2010","","","233","236","This article has been retracted by the publisher.","","978-1-4244-5635-2","10.1109/CICC-ITOE.2010.65","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5439249","","","","","","","","6","IEEE","29 Mar 2010","","","IEEE","IEEE Conferences"
"Ontological Modeling for Contextual Data Describing Signals Obtained From Electrodermal Activity for Emotion Recognition and Analysis","T. Zawadzka; T. Wiercinski; W. Waloszek; M. R. Wróbel","Digital Technologies Center, Gdansk University of Technology, Gdansk, Poland; Faculty of Electronics, Telecommunications and Informatics, Gdansk University of Technology, Gdansk, Poland; Faculty of Electronics, Telecommunications and Informatics, Gdansk University of Technology, Gdansk, Poland; Faculty of Electronics, Telecommunications and Informatics, Gdansk University of Technology, Gdansk, Poland","IEEE Access","5 Apr 2023","2023","11","","32380","32398","Most of the research in the field of emotion recognition is based on datasets that contain data obtained during affective computing experiments. However, each dataset is described by different metadata, stored in various structures and formats. This research can be counted among those whose aim is to provide a structural and semantic pattern for affective computing datasets, which is an important step to solve the problem of data reuse and integration in this domain. In our previous work, the ROAD ontology was introduced. This ontology was designed as a skeleton for expressing contextual data describing time series obtained in various ways from various signals and was focused on common contextual data, independent of specific signals. The aim of the presented research is to provide a carefully curated vocabulary for describing signals obtained from electrodermal activity, a very important subdomain of emotion analysis. We decided to present it as an extension to the ROAD ontology in order to offer means of sharing metadata for datasets in a unified and precise way. To meet this aim, the research methodology was defined, mostly focusing on requirements specification and integration with other existing ontologies. Application of this methodology resulted firstly in sharing the requirements to allow a broader discussion and secondly development of the EDA extension of the ROAD ontology, validated against the MAHNOB-HCI dataset. Both these results are very important with respect to the vast context of the work, i.e. providing an extendable framework for describing affective computing experiments. Introducing the methodology also opens the way for providing new extensions systematically just by executing the steps defined in the methodology.","2169-3536","","10.1109/ACCESS.2023.3257573","Gdańsk University of Technology under the Technetium Talent Management Grants - “Excellence Initiative-Research University”(grant numbers:DEC-2/2022/IDUB/III.4.1/Tc); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10070753","Affective computing;dataset;emotion;ontology;time series;ontology development;conceptualization;signal;EDA;electrodermal activity","Ontologies;Road traffic;Emotion recognition;Affective computing;Data collection;Object recognition;Metadata;Affective computing","","","","","","75","CCBYNCND","15 Mar 2023","","","IEEE","IEEE Journals"
"Smart Controllers","K. K. Sen; M. L. Sen",NA; Westinghouse Electro-Mechanical Division Technology Center and SEN Engineering Solutions,"Power Flow Control Solutions for a Modern Grid Using SMART Power Flow Controllers","","2022","","","1","44","The electricity generation is typically located a distance away from the industrial and population, i.e. load centers. The future transmission and distribution system is on the way to be dramatically different from what it is today. Today's Bulk Power System (BPS), referred to as grid, that encompasses mainly electromechanical devices is continuously integrating Inverter‐Based Resources (IBRs) to convert renewable energy sources into electricity. A SMART controller will be essential to increase the transmission capacity of the existing system with line impedance management and the needed dynamic performance. This chapter presents the origin of power flow controllers and guides the reader to the selection process of a SMART Power Flow Controller (SPFC).","","9781119824367","10.1002/9781119824398.ch1","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9648923.pdf&bkn=9648540&pdfType=chapter","","Load flow;Impedance;Voltage control;Transformers;Reliability;Reactive power;Power system stability","","","","","","","","14 Dec 2021","","","IEEE","Wiley-IEEE Press eBook Chapters"
